epoch,train_loss,train_pixel_accuracy,train_mean_foreground_dice,val_loss,val_pixel_accuracy,val_mean_foreground_dice,learning_rate,epoch_seconds,elapsed_seconds,elapsed_time,train_dice_class_0,train_dice_class_1,train_dice_class_2,train_dice_class_3,val_dice_class_0,val_dice_class_1,val_dice_class_2,val_dice_class_3
1,0.1495568944885832,0.9790729284286499,0.20284472405910492,0.06668785771336218,0.9888411164283752,0.4810708463191986,0.01,252.08924590004608,252.312386599835,00:04:12,0.9901254773139954,0.09754882007837296,0.24088914692401886,0.27009618282318115,0.99591064453125,0.28006088733673096,0.5279074907302856,0.6352441906929016
2,0.057938185051716815,0.9887349009513855,0.5926172137260437,0.039378467857875306,0.9938637018203735,0.7204657196998596,0.01,252.3789125001058,505.44485109997913,00:08:25,0.9956369400024414,0.4796973466873169,0.5903846025466919,0.7077697515487671,0.9977264404296875,0.6536237597465515,0.6763219833374023,0.831451416015625
3,0.03795805489236259,0.9919331073760986,0.7134559750556946,0.03167667324570092,0.9919146299362183,0.7123644948005676,0.01,252.16809900011867,758.3643709998578,00:12:38,0.9968447685241699,0.6507807374000549,0.6781842112541199,0.8114030361175537,0.9967598915100098,0.6539366245269775,0.658766508102417,0.8243902921676636
4,0.028666925087205048,0.9938544631004333,0.7755483984947205,0.024002821003604267,0.9951342940330505,0.8038272857666016,0.01,252.28781369980425,1011.0704342997633,00:16:51,0.997631847858429,0.7280533313751221,0.7356270551681519,0.8629646897315979,0.9981178045272827,0.7484904527664185,0.7719911336898804,0.8910002708435059
5,0.02509362740778571,0.9945893287658691,0.8012044429779053,0.03481377893823641,0.9945895671844482,0.7529239654541016,0.01,252.08798430021852,1263.9094157996587,00:21:04,0.9979165196418762,0.7479236721992493,0.7681702375411987,0.887519359588623,0.9981930255889893,0.6922357678413391,0.748682975769043,0.8178532719612122
6,0.019758969581541254,0.9957348704338074,0.8396938443183899,0.02179220187562433,0.9965783357620239,0.8512656688690186,0.01,252.1795399999246,1516.5038661998697,00:25:17,0.9983747601509094,0.8002411127090454,0.8034810423851013,0.915359377861023,0.9987208247184753,0.8169357180595398,0.8179309964179993,0.9189302325248718
7,0.021315441841004815,0.9955311417579651,0.8337335586547852,0.019724266568311687,0.9967040419578552,0.8555026650428772,0.01,252.09409759985283,1769.370287399739,00:29:29,0.9982704520225525,0.7901995182037354,0.80131995677948,0.9096812605857849,0.9987891316413879,0.8299550414085388,0.8196441531181335,0.916908860206604
8,0.016489429577781878,0.9965124726295471,0.866072952747345,0.01783577701655414,0.9967396259307861,0.8637548089027405,0.01,252.13719169981778,2022.3153720996343,00:33:42,0.9986848831176758,0.8407394289970398,0.8275560140609741,0.9299234747886658,0.9987635612487793,0.8332785367965698,0.8316942453384399,0.9262917637825012
9,0.014880587566386695,0.9967906475067139,0.8764196038246155,0.016874426299696692,0.9969887733459473,0.8698417544364929,0.01,252.01255499990657,2275.1454924000427,00:37:55,0.998786985874176,0.8483937382698059,0.8431375026702881,0.937727689743042,0.9988632798194885,0.8410394787788391,0.8408331274986267,0.9276525974273682
10,0.01307426957205769,0.9971904158592224,0.8897863030433655,0.018488936449608043,0.997464120388031,0.8873559832572937,0.01,251.91635160008445,2527.888927999884,00:42:08,0.9989561438560486,0.8748577237129211,0.8517649173736572,0.9427363872528076,0.9990300536155701,0.8658728003501892,0.8605242371559143,0.9356707334518433
11,0.012151235159069726,0.9973318576812744,0.8955972790718079,0.015594531573834971,0.997624933719635,0.8951084613800049,0.01,251.8298889999278,2780.5567270000465,00:46:21,0.9990038871765137,0.8828418850898743,0.8571445345878601,0.9468054175376892,0.9991041421890259,0.877281129360199,0.8665716052055359,0.9414727091789246
12,0.014497920054482274,0.9968589544296265,0.8796485066413879,0.02144158667428513,0.997153639793396,0.8733088374137878,0.01,251.9106288002804,3033.2595930998214,00:50:33,0.9987989664077759,0.8607578277587891,0.8430144190788269,0.9351733326911926,0.9989490509033203,0.8556685447692871,0.8384391069412231,0.9258187413215637
13,0.011611694581361406,0.9974435567855835,0.899603545665741,0.020064700491293663,0.9976000785827637,0.894320011138916,0.01,252.08935560006648,3285.788939199876,00:54:46,0.9990476965904236,0.8887419104576111,0.8631317019462585,0.946937084197998,0.999069333076477,0.8719035983085632,0.8703154921531677,0.9407410025596619
14,0.010660073046626927,0.9976217150688171,0.905680239200592,0.015677998985417864,0.9971349835395813,0.8767350316047668,0.01,251.88258230034262,3538.0979942996055,00:58:58,0.9991251230239868,0.8966485857963562,0.8693708777427673,0.9510213136672974,0.9989283084869385,0.8644582033157349,0.8372498154640198,0.9284971356391907
15,0.011959569849498114,0.9974371194839478,0.8990588784217834,0.014319102649078375,0.9976546764373779,0.8974685072898865,0.01,251.64269760018215,3790.1603226000443,01:03:10,0.999048113822937,0.8910855650901794,0.8611915111541748,0.9448996186256409,0.9991198778152466,0.8780332207679749,0.8728028535842896,0.9415693283081055
16,0.010187882694194976,0.9977554082870483,0.9101893901824951,0.015492703770334371,0.9974231123924255,0.8927585482597351,0.01,251.698818099685,4042.6382678998634,01:07:23,0.9991812109947205,0.9051488637924194,0.8742861151695251,0.9511331915855408,0.9989896416664124,0.8685730695724487,0.8660655617713928,0.9436367750167847
17,0.010817358993515769,0.9976628422737122,0.9069358706474304,0.019747181108804666,0.9971920847892761,0.8804214000701904,0.01,251.32070890022442,4294.381195799913,01:11:34,0.9991403818130493,0.9016621708869934,0.870301365852356,0.9488440752029419,0.9989064335823059,0.8635828495025635,0.846490204334259,0.9311912655830383
18,0.009987866499583832,0.9977807402610779,0.9115891456604004,0.01722076278405659,0.9977403879165649,0.9003588557243347,0.01,251.3086846000515,4546.125420199707,01:15:46,0.9991863369941711,0.9065142273902893,0.8750353455543518,0.9532178640365601,0.9991214275360107,0.8842623829841614,0.8738105297088623,0.9430037140846252
19,0.008829482921077913,0.9980053901672363,0.9191412329673767,0.013840636290195916,0.9977516531944275,0.9026376605033875,0.01,251.26217400003225,4798.174748099875,01:19:58,0.9992852210998535,0.9164950251579285,0.8833374381065369,0.9575911164283752,0.9991520643234253,0.8871747851371765,0.8788462281227112,0.9418917894363403
20,0.008205553341248117,0.9981454610824585,0.9238079190254211,0.01652578334912018,0.9978751540184021,0.9068524241447449,0.01,251.162132400088,5050.126277799718,01:24:10,0.9993481040000916,0.9246087670326233,0.8885922431945801,0.9582227468490601,0.9992112517356873,0.8961681127548218,0.8809447884559631,0.9434443116188049
21,0.010165173322603027,0.9978540539741516,0.9133955836296082,0.013665853996027374,0.9980087876319885,0.9108635783195496,0.01,251.25748280016705,5302.206951299682,01:28:22,0.9992266893386841,0.9101065993309021,0.8766160607337952,0.9534639120101929,0.9992726445198059,0.896948516368866,0.8875591158866882,0.9480830430984497
22,0.008213098626467864,0.9981240034103394,0.923936128616333,0.012858233065344393,0.9980301260948181,0.9129083156585693,0.01,251.0934652998112,5554.123178299982,01:32:34,0.9993259310722351,0.9213162660598755,0.8903579115867615,0.9601342678070068,0.9992712736129761,0.9009664058685303,0.8898764848709106,0.9478819966316223
23,0.007786600092711724,0.9982244968414307,0.9270482659339905,0.015018548752943223,0.9978240132331848,0.905665397644043,0.01,251.11858930019662,5806.029544399586,01:36:46,0.9993754625320435,0.9290940761566162,0.891569197177887,0.9604816436767578,0.9991753101348877,0.8929387927055359,0.8757759928703308,0.9482815265655518
24,0.008584013853128134,0.9980883598327637,0.9221606254577637,0.014329188429242508,0.9977124333381653,0.9013040065765381,0.01,251.14297960000113,6057.601048999932,01:40:58,0.9993193745613098,0.925089418888092,0.8842066526412964,0.9571857452392578,0.9991249442100525,0.8777101039886475,0.8809158205986023,0.9452860355377197
25,0.007503607349874851,0.9983004927635193,0.9298270344734192,0.017762847176536617,0.9977720975875854,0.9029502868652344,0.01,251.03777630021796,6309.052693699952,01:45:09,0.9994058012962341,0.9324871301651001,0.8950631022453308,0.9619309306144714,0.9991336464881897,0.8764845728874207,0.8825518488883972,0.94981449842453
26,0.008685009975009815,0.9980652332305908,0.9212908744812012,0.016438714962339764,0.9980243444442749,0.9130513668060303,0.01,250.88825570000336,6560.359445199836,01:49:20,0.999310314655304,0.9231261610984802,0.8848180174827576,0.955928385257721,0.9992589950561523,0.9061621427536011,0.8848738074302673,0.9481182098388672
27,0.007696305949069005,0.9982684850692749,0.9287723898887634,0.014628334331909439,0.9980365633964539,0.9139809012413025,0.01,251.144481100142,6812.29376389971,01:53:32,0.9993913769721985,0.932299792766571,0.8926711678504944,0.9613462090492249,0.999263346195221,0.9014243483543396,0.8899454474449158,0.9505729079246521
28,0.006830169910510599,0.9984361529350281,0.9345107078552246,0.015133791223916254,0.9980884790420532,0.9156033992767334,0.01,250.88908080011606,7064.016630299855,01:57:44,0.9994663596153259,0.9410633444786072,0.8993750214576721,0.9630938768386841,0.99929279088974,0.9072577953338623,0.890407383441925,0.9491451382637024
29,0.006756297193266171,0.9984555244445801,0.9350787997245789,0.017042674896815282,0.9977085590362549,0.9018842577934265,0.01,250.6785900001414,7315.4870441998355,02:01:55,0.99947589635849,0.941647469997406,0.9003979563713074,0.963191032409668,0.9991163611412048,0.8764167428016663,0.8814908862113953,0.9477452039718628
30,0.008462857144883528,0.9980978965759277,0.9233078956604004,0.01917176411635327,0.9977277517318726,0.8988921642303467,0.01,250.71175540005788,7566.620049600024,02:06:07,0.9993101358413696,0.9243903160095215,0.8873165249824524,0.9582169055938721,0.9991350173950195,0.8816478252410889,0.8764728307723999,0.9385557770729065
31,0.006840866038502797,0.9984278082847595,0.9346330165863037,0.01294787873683328,0.9980619549751282,0.9160239100456238,0.01,250.67686969973147,7817.721441499889,02:10:18,0.999455988407135,0.9384893178939819,0.9012882113456726,0.9641215205192566,0.9992695450782776,0.9049223065376282,0.8898844718933105,0.9532648921012878
32,0.00665691528228206,0.9984802603721619,0.9362080693244934,0.01577484217999183,0.997658371925354,0.8990716338157654,0.01,250.73657770035788,8069.23809150001,02:14:29,0.9994829297065735,0.9426895380020142,0.9020513892173767,0.9638835191726685,0.9991223812103271,0.8897988796234131,0.869449257850647,0.9379666447639465
33,0.007438200382855294,0.9983180165290833,0.9304890036582947,0.012820125077122052,0.9980134963989258,0.9138150215148926,0.01,250.49192820023745,8320.157487899996,02:18:40,0.9994129538536072,0.9340013265609741,0.8968124389648438,0.9606531858444214,0.9992567300796509,0.9073429703712463,0.8828396797180176,0.951262354850769
34,0.006488667383907485,0.9985108971595764,0.9374067187309265,0.012465655595543936,0.9981023073196411,0.916033923625946,0.01,250.44901189999655,8571.04001899995,02:22:51,0.999494194984436,0.9434319138526917,0.9040374755859375,0.9647506475448608,0.9992936253547668,0.9039425253868103,0.8914424180984497,0.9527168273925781
