epoch,train_loss,train_pixel_accuracy,train_mean_foreground_dice,val_loss,val_pixel_accuracy,val_mean_foreground_dice,learning_rate,epoch_seconds,elapsed_seconds,elapsed_time,train_dice_class_0,train_dice_class_1,train_dice_class_2,train_dice_class_3,val_dice_class_0,val_dice_class_1,val_dice_class_2,val_dice_class_3
1,24.32089097230115,0.9102057814598083,0.059029966592788696,6.900689558868102,0.9527916312217712,0.12080975621938705,0.001,47.699357299999974,48.82937049999964,00:00:49,0.9554618000984192,0.0523017980158329,0.05687013640999794,0.06791797280311584,0.9780123233795166,0.0,0.0369444340467453,0.32548484206199646
2,1.3815642736358047,0.9429447650909424,0.16180536150932312,0.18873738668819162,0.9544100165367126,0.29690301418304443,0.001,48.375744200000554,98.44738839999991,00:01:38,0.9749537706375122,0.14620986580848694,0.11780371516942978,0.22140249609947205,0.9818853139877319,0.26994654536247253,0.14715823531150818,0.4736042618751526
3,0.20457562064008378,0.960483729839325,0.2764746844768524,0.1296841615342839,0.9587668776512146,0.39442095160484314,0.001,48.16451540000162,147.79578459999902,00:02:28,0.9835779070854187,0.23898887634277344,0.1882822960615158,0.4021528661251068,0.9837971329689026,0.32904890179634094,0.28058746457099915,0.5736263990402222
4,0.1375193221516355,0.9662508368492126,0.38471630215644836,0.11671426226907873,0.9614012241363525,0.47140201926231384,0.001,47.95697530000143,196.8222614999995,00:03:17,0.9863097667694092,0.35805127024650574,0.2718697488307953,0.5242279171943665,0.9844136834144592,0.4290045499801636,0.339773565530777,0.6454278826713562
5,0.15487134193102933,0.9655857086181641,0.38302794098854065,0.47297683234680143,0.9518540501594543,0.026599010452628136,0.001,48.275061899999855,246.18921319999936,00:04:06,0.9861500263214111,0.3450985252857208,0.2944585084915161,0.5095269083976746,0.9758121967315674,0.040231116116046906,0.01439205463975668,0.0251738540828228
6,0.6993535630530902,0.9506107568740845,0.2344488650560379,0.20079757595922856,0.9580919742584229,0.28114986419677734,0.001,48.17823230000067,294.9025946999991,00:04:55,0.9789734482765198,0.21368396282196045,0.16501116752624512,0.3246515095233917,0.9820984601974487,0.22832274436950684,0.058748144656419754,0.5563786625862122
7,0.12230981206242843,0.9677954316139221,0.420552134513855,0.22614877125158667,0.956626296043396,0.3946286737918854,0.001,48.09691930000008,343.53220409999994,00:05:44,0.9871661067008972,0.364226758480072,0.33273711800575256,0.564692497253418,0.9823868870735168,0.36831629276275635,0.2763308882713318,0.5392388701438904
8,0.20843273672542895,0.964862585067749,0.3900984227657318,0.1809807058802263,0.939964234828949,0.3793509006500244,0.001,48.189657400000215,392.27369969999927,00:06:32,0.9857853055000305,0.35879629850387573,0.30332887172698975,0.5081701278686523,0.975902795791626,0.3766869604587555,0.24085548520088196,0.5205103158950806
9,0.15660669169205838,0.964609682559967,0.38683924078941345,0.1296631750815055,0.9605711102485657,0.4015183448791504,0.001,48.972673100000975,441.7838699999993,00:07:22,0.9857469201087952,0.3403163254261017,0.2943911850452423,0.5258102416992188,0.9832342267036438,0.30346769094467163,0.3008379638195038,0.6002493500709534
10,0.08668695318528363,0.9716418981552124,0.48180559277534485,0.11502374517407647,0.9622040390968323,0.47580647468566895,0.001,48.69178210000064,491.02213479999955,00:08:11,0.9887391328811646,0.42608022689819336,0.3862324655056,0.6331040859222412,0.9849327802658081,0.44080209732055664,0.345054030418396,0.6415632367134094
