epoch,train_loss,train_pixel_accuracy,train_mean_foreground_dice,val_loss,val_pixel_accuracy,val_mean_foreground_dice,learning_rate,epoch_seconds,elapsed_seconds,elapsed_time,train_dice_class_0,train_dice_class_1,train_dice_class_2,train_dice_class_3,val_dice_class_0,val_dice_class_1,val_dice_class_2,val_dice_class_3
1,0.06098057639901526,0.9868780970573425,0.02762981504201889,0.026658672350458802,0.9941145777702332,0.07175806909799576,0.01,110.49992309999652,111.38758199999575,00:01:51,0.9934778809547424,0.0079764099791646,0.00489022908732295,0.07002280652523041,0.9971120357513428,0.0,0.0,0.21527419984340668
2,0.023418381856754423,0.9940313696861267,0.07046587765216827,0.02015253200661391,0.9942284822463989,0.0878174677491188,0.01,110.58522559993435,222.12408729991876,00:03:42,0.9970523715019226,0.0,0.0,0.21139763295650482,0.9971728324890137,0.0,0.0,0.263452410697937
3,0.017787361569935455,0.9945010542869568,0.1507636457681656,0.015723275393247603,0.9945336580276489,0.20023341476917267,0.01,110.74415969999973,333.0157026000088,00:05:33,0.9974648356437683,0.0010687393369153142,0.0,0.4512222111225128,0.9977111220359802,0.09763869643211365,0.0,0.5030615329742432
4,0.015271745494101197,0.9946547150611877,0.16718043386936188,0.015164510637987405,0.9947060942649841,0.18601292371749878,0.01,110.79596260003746,443.9626991999103,00:07:24,0.997604489326477,0.0001317783462582156,0.0,0.5014095306396484,0.9977759718894958,0.0,0.0,0.5580387711524963
5,0.012702057676506229,0.995055079460144,0.22702670097351074,0.014078548061661422,0.9951151609420776,0.2691807448863983,0.01,110.83756090002134,554.8778849999653,00:09:15,0.9979585409164429,0.09014822542667389,0.009066118858754635,0.5818657875061035,0.9979989528656006,0.2222532331943512,0.0030297350604087114,0.5822592377662659
6,0.011732014680455904,0.9954184889793396,0.3604694902896881,0.012524258636403829,0.9953532218933105,0.40391603112220764,0.01,110.98719130002428,666.0128701999784,00:11:06,0.9982128143310547,0.23845787346363068,0.22676976025104523,0.6161808371543884,0.9981468915939331,0.3239215314388275,0.3457365334033966,0.5420900583267212
7,0.010830963987973518,0.9959366321563721,0.4894702434539795,0.016058197396341713,0.9958702325820923,0.45227575302124023,0.01,110.98932890000287,777.148703899933,00:12:57,0.9984882473945618,0.39171940088272095,0.42538851499557495,0.6513027548789978,0.9983794689178467,0.32934293150901794,0.38204771280288696,0.6454365849494934
8,0.010519506617856677,0.9961201548576355,0.5310446619987488,0.013462970266118646,0.996309757232666,0.5617446899414062,0.01,111.0404856998939,888.3368893999141,00:14:48,0.9985879063606262,0.4649927318096161,0.45549923181533813,0.6726421117782593,0.9985385537147522,0.5256081819534302,0.44622617959976196,0.7133997678756714
9,0.009640815792954527,0.9964877963066101,0.5964389443397522,0.01329869996989146,0.9959902167320251,0.5510072112083435,0.01,110.99767840001732,999.4829870999092,00:16:39,0.9986997246742249,0.5562472939491272,0.5099824666976929,0.7230871319770813,0.9986199736595154,0.5301976799964905,0.45889002084732056,0.6639338135719299
10,0.009988728343159892,0.9962853193283081,0.579404890537262,0.011587978852912784,0.9959599375724792,0.5803470015525818,0.01,110.6630315000657,1110.220557200024,00:18:30,0.9985829591751099,0.5329499840736389,0.4865817427635193,0.7186828851699829,0.9984850883483887,0.5536971092224121,0.45241019129753113,0.734933614730835
11,0.00869464824354509,0.9967841506004333,0.6382021307945251,0.017401085584424436,0.9961884021759033,0.5195505619049072,0.01,110.61436400003731,1220.983001900022,00:20:21,0.9987995624542236,0.6224449872970581,0.5264922380447388,0.7656691670417786,0.9983801245689392,0.5183734893798828,0.35372182726860046,0.6865562796592712
12,0.007596105833363254,0.9971230030059814,0.6816775798797607,0.011514894105494023,0.9968451261520386,0.6409921050071716,0.01,110.45627470000181,1331.513144699973,00:22:12,0.9989340901374817,0.6819902658462524,0.567126452922821,0.7959161400794983,0.9987732172012329,0.6730628609657288,0.5072203874588013,0.7426928877830505
13,0.0068868862217641436,0.9973937273025513,0.7165330052375793,0.010962266172282398,0.9968006014823914,0.658112108707428,0.01,110.53277250006795,1442.1927753000055,00:24:02,0.9990254044532776,0.7071998715400696,0.6185847520828247,0.8238144516944885,0.9988118410110474,0.6532797813415527,0.5718226432800293,0.7492339611053467
14,0.00655175105566741,0.9975130558013916,0.7298834919929504,0.01229555030586198,0.9968476295471191,0.6535134315490723,0.01,110.60300530004315,1552.9409408000065,00:25:53,0.9990881085395813,0.7274718284606934,0.6377325057983398,0.8244460821151733,0.9987766146659851,0.6261705756187439,0.5665805339813232,0.7677891850471497
15,0.006430360046215356,0.9975866675376892,0.7413699626922607,0.00838220392470248,0.9973688721656799,0.7184298634529114,0.01,110.66505670000333,1663.6791331999702,00:27:44,0.9991032481193542,0.7273916602134705,0.659844696521759,0.8368735909461975,0.9989808201789856,0.7141692042350769,0.6206989884376526,0.8204213380813599
16,0.005621069164044456,0.9978413581848145,0.7719698548316956,0.009110141504788772,0.997209906578064,0.7228829264640808,0.01,110.58428740000818,1774.4082679999992,00:29:34,0.9991954565048218,0.7635129690170288,0.6897289752960205,0.8626676201820374,0.998920202255249,0.7024521827697754,0.6539715528488159,0.8122251033782959
17,0.005707898583204951,0.9978450536727905,0.7716665267944336,0.01201501332107,0.9968732595443726,0.6848556995391846,0.01,110.59094000002369,1885.1491945999442,00:31:25,0.9991891980171204,0.7566403150558472,0.6948181390762329,0.8635412454605103,0.9987739324569702,0.6724193096160889,0.5927013158798218,0.7894464135169983
18,0.005692624474613694,0.9978273510932922,0.7671251893043518,0.011161989532411098,0.997186005115509,0.6770688891410828,0.01,110.4453684000764,1995.6684804999968,00:33:16,0.9992053508758545,0.7584396004676819,0.685804009437561,0.8571320176124573,0.9987985491752625,0.6489647626876831,0.5723801255226135,0.8098616600036621
19,0.005023218444694067,0.9980470538139343,0.7927224040031433,0.009072882949840277,0.9975917935371399,0.7447424530982971,0.01,110.43971559999045,2106.1815159999533,00:35:06,0.9992790222167969,0.7909073829650879,0.7147184610366821,0.8725414276123047,0.9990560412406921,0.7056435942649841,0.6927332282066345,0.8358505368232727
20,0.00447342600527918,0.9982476234436035,0.8159987926483154,0.00763191090663895,0.9978473782539368,0.7737014889717102,0.01,110.54972250002902,2216.8764615999535,00:36:57,0.9993518590927124,0.8055885434150696,0.7508091330528259,0.8915987014770508,0.9991382956504822,0.7568271160125732,0.7090426087379456,0.8552349805831909
