epoch,train_loss,train_pixel_accuracy,train_mean_foreground_dice,val_loss,val_pixel_accuracy,val_mean_foreground_dice,learning_rate,epoch_seconds,elapsed_seconds,elapsed_time,train_dice_class_0,train_dice_class_1,train_dice_class_2,train_dice_class_3,val_dice_class_0,val_dice_class_1,val_dice_class_2,val_dice_class_3
1,0.30772974282038074,0.9235000610351562,0.16446423530578613,0.11069313430770196,0.9676058888435364,0.5528064370155334,0.0001,102.8867195999992,104.0054052000014,00:01:44,0.9616811275482178,0.06618902832269669,0.18133245408535004,0.24587123095989227,0.9870159029960632,0.46323132514953613,0.5255773663520813,0.6696106791496277
2,0.04289074962466994,0.9859644174575806,0.7618222236633301,0.09290663803364822,0.9767634868621826,0.6877992749214172,0.0001,103.33691270000054,207.97731600000043,00:03:28,0.9947758316993713,0.7020130753517151,0.7306090593338013,0.8528445363044739,0.9893707633018494,0.6224901676177979,0.6356453895568848,0.8052624464035034
3,0.026611714557258918,0.990908145904541,0.8495370745658875,0.06771265307471236,0.9815431237220764,0.7673534750938416,0.0001,103.60291070000312,312.29995860000054,00:05:12,0.9965906143188477,0.8333024382591248,0.8051883578300476,0.9101203083992004,0.9922334551811218,0.7265666127204895,0.7085919380187988,0.8669018149375916
4,0.022973605551513492,0.9921186566352844,0.8693409562110901,0.07528709197157925,0.9835646152496338,0.7873530387878418,0.0001,103.65345129999696,416.65381160000106,00:06:57,0.997063398361206,0.857006311416626,0.8280854225158691,0.9229311943054199,0.9927235841751099,0.7644004225730896,0.7277312278747559,0.8699274063110352
5,0.018441657076731458,0.9933868050575256,0.890117883682251,0.0775189301855663,0.9829151034355164,0.7758367657661438,0.0001,103.7316744000018,521.0794380000007,00:08:41,0.9975509643554688,0.885115385055542,0.8494280576705933,0.9358102083206177,0.9922432899475098,0.7272003889083862,0.7330723404884338,0.8672375082969666
6,0.016097669786396974,0.9941577911376953,0.9017888903617859,0.06760596867182596,0.9842439889907837,0.7942759990692139,0.0001,104.24114689999988,625.6733419000011,00:10:26,0.9978877305984497,0.9017882943153381,0.8626871109008789,0.9408912062644958,0.9928940534591675,0.7538813352584839,0.7405944466590881,0.8883521556854248
7,0.013150346886865573,0.9951216578483582,0.9164555668830872,0.08800290813320939,0.983124852180481,0.7812150120735168,0.0001,103.85645949999889,730.2603793999988,00:12:10,0.9982996582984924,0.9163791537284851,0.8820719718933105,0.950915515422821,0.9921403527259827,0.7516576051712036,0.7217944860458374,0.8701931238174438
8,0.01254873129966704,0.9952666759490967,0.9189106822013855,0.10151971770540119,0.9806509017944336,0.7458634376525879,0.0001,103.83940849999999,834.4579489999996,00:13:54,0.9983518123626709,0.9191607236862183,0.8855389952659607,0.952032208442688,0.9909500479698181,0.7425499558448792,0.6744098663330078,0.8206305503845215
9,0.011814124810767344,0.9955483675003052,0.9233058094978333,0.13857399552243757,0.9754264950752258,0.652599036693573,0.0001,103.84743399999934,938.6708469000005,00:15:39,0.998465895652771,0.9238492846488953,0.8914055228233337,0.9546626806259155,0.9879061579704285,0.5894224047660828,0.6403480172157288,0.7280267477035522
10,0.013542121712249184,0.9949267506599426,0.9147577285766602,0.08325489586776989,0.9842234253883362,0.7966604232788086,0.0001,102.84758739999961,1041.8752104000014,00:17:22,0.9981600046157837,0.917928159236908,0.8793530464172363,0.9469918012619019,0.9927651286125183,0.7792468070983887,0.743504524230957,0.8672298789024353
11,0.01102970858674947,0.9957998394966125,0.9280690550804138,0.07513383104724879,0.9845410585403442,0.8016664981842041,0.0001,102.87191929999972,1145.4541199999985,00:19:05,0.9985359907150269,0.9319543242454529,0.8957356810569763,0.9565171003341675,0.9928345680236816,0.7874241471290588,0.7393629550933838,0.8782125115394592
12,0.010693417970449585,0.9959272742271423,0.929314911365509,0.08411165435654036,0.985237717628479,0.8143270611763,0.0001,102.86452120000104,1249.0448625999998,00:20:49,0.9986171722412109,0.9279412031173706,0.901138424873352,0.9588652849197388,0.9932466745376587,0.8080914616584778,0.7600250244140625,0.874864935874939
13,0.008976189672137926,0.9964621663093567,0.9377002120018005,0.08307619137380691,0.9855077266693115,0.8139787316322327,0.0001,102.86932479999814,1352.633944199999,00:22:33,0.9988377690315247,0.941179096698761,0.9096106290817261,0.962310791015625,0.9935349822044373,0.804135262966156,0.756089448928833,0.881711483001709
14,0.008601963986316878,0.9965751767158508,0.939933717250824,0.07794021765258223,0.9833278059959412,0.7897439002990723,0.0001,102.930524899999,1455.9365036999989,00:24:16,0.9988665580749512,0.9464817047119141,0.9110426306724548,0.9622766971588135,0.9923487305641174,0.7527117133140564,0.7418618202209473,0.8746581673622131
15,0.010905035628521784,0.9957478046417236,0.9279225468635559,0.07306229398351781,0.9831356406211853,0.7876074910163879,0.0001,102.88188059999811,1559.194830299999,00:25:59,0.998487114906311,0.930073082447052,0.8971841335296631,0.9565104842185974,0.9924249053001404,0.7522341012954712,0.7436099052429199,0.866978645324707
16,0.008634374750068384,0.9965502023696899,0.9399042725563049,0.08122068329933374,0.9854808449745178,0.8174886703491211,0.0001,102.89866339999935,1662.4818747999998,00:27:42,0.9988399147987366,0.9428842067718506,0.9122409820556641,0.9645876884460449,0.9932859539985657,0.8009790182113647,0.7641244530677795,0.8873623609542847
17,0.007059636525809765,0.9971157908439636,0.9484362006187439,0.08181406000758557,0.9859960079193115,0.8218093514442444,0.0001,102.89485090000016,1766.0795856000004,00:29:26,0.9990863800048828,0.9547007083892822,0.9229300618171692,0.9676778316497803,0.9936145544052124,0.8031265139579773,0.7705015540122986,0.8917999863624573
18,0.008899484498859887,0.9964686036109924,0.9383830428123474,0.08217743573521069,0.984768271446228,0.8075270056724548,0.0001,102.89079979999951,1869.6775975000019,00:31:10,0.9988141655921936,0.9420528411865234,0.9124146699905396,0.9606814980506897,0.9930258393287659,0.7884361147880554,0.7473133206367493,0.886831521987915
19,0.008020926952078667,0.9967848062515259,0.9438405632972717,0.08809121447879283,0.9857118129730225,0.8163953423500061,0.0001,102.89962319999904,1972.9407441000003,00:32:53,0.9989261031150818,0.9483358263969421,0.9169525504112244,0.9662333726882935,0.9934946298599243,0.8040364980697632,0.7557390928268433,0.8894104361534119
20,0.0066030135073048704,0.9972725510597229,0.9510971903800964,0.08606366135857323,0.9860677719116211,0.8199987411499023,0.0001,102.87993709999864,2076.2093927999995,00:34:36,0.9991408586502075,0.9564568996429443,0.9278362393379211,0.9689985513687134,0.9937686920166016,0.7986881732940674,0.7671525478363037,0.8941555619239807
21,0.005827123149672356,0.9975714087486267,0.9560246467590332,0.09219063623972676,0.9859190583229065,0.8182688355445862,0.0001,102.91224480000164,2179.491767399999,00:36:19,0.999252438545227,0.9623010158538818,0.9344104528427124,0.9713623523712158,0.9936190247535706,0.7982612252235413,0.7636151909828186,0.8929301500320435
22,0.005535074559940202,0.9976900219917297,0.9579737186431885,0.09591463316022791,0.9857758283615112,0.8169403672218323,0.0001,102.94460940000135,2282.8083923000013,00:38:03,0.9992976188659668,0.9647259712219238,0.9367997646331787,0.9723954796791077,0.9935038089752197,0.7956764101982117,0.7647752165794373,0.8903695940971375
23,0.005338754687186994,0.997765064239502,0.9593977332115173,0.09457188178436522,0.9859060645103455,0.8180610537528992,0.0001,102.92151759999979,2386.1173224000013,00:39:46,0.9993182420730591,0.9660239219665527,0.9386368989944458,0.9735323786735535,0.9935941696166992,0.7978808879852295,0.7646285891532898,0.8916734457015991
