epoch,train_loss,train_pixel_accuracy,train_mean_foreground_dice,val_loss,val_pixel_accuracy,val_mean_foreground_dice,learning_rate,epoch_seconds,elapsed_seconds,elapsed_time,train_dice_class_0,train_dice_class_1,train_dice_class_2,train_dice_class_3,val_dice_class_0,val_dice_class_1,val_dice_class_2,val_dice_class_3
1,0.8235314762655724,0.9661572575569153,0.19414444267749786,0.801684278040076,0.9852666258811951,0.32408854365348816,0.01,239.83058489998803,248.93951629998628,00:04:09,0.9836214780807495,0.012455559335649014,0.2673730254173279,0.3026047348976135,0.9935183525085449,0.0,0.4487764537334442,0.5234891772270203
2,0.7371469452343089,0.9891639351844788,0.4398399293422699,0.7838231403024951,0.983293354511261,0.3337021768093109,0.01,240.58037320000585,490.0734954000218,00:08:10,0.9951848983764648,0.0,0.5858855843544006,0.7336341738700867,0.9927735328674316,0.0,0.4224449396133423,0.5786615610122681
3,0.6931194138336689,0.9913800358772278,0.5133480429649353,0.6972190369313686,0.9920148253440857,0.5076611042022705,0.01,239.67001560004428,730.3276751000667,00:12:10,0.9962294697761536,0.0,0.7014731764793396,0.8385708332061768,0.9966033697128296,0.0,0.7162768840789795,0.806706428527832
4,0.673726369250328,0.9921582341194153,0.5441923141479492,0.7014274249723809,0.991743266582489,0.5001609921455383,0.01,239.50834109995048,970.42493009998,00:16:10,0.9965347051620483,0.0,0.7522766590118408,0.8803002238273621,0.996485710144043,0.0,0.7089966535568237,0.7914862632751465
5,0.6580882219875113,0.992759108543396,0.5668720602989197,0.706858345012569,0.9917815327644348,0.5025839805603027,0.01,239.60819590010215,1210.3285324000753,00:20:10,0.9967964887619019,0.0,0.7973328232765198,0.9032833576202393,0.9962925910949707,0.0,0.7156378626823425,0.7921141386032104
6,0.6552171199879748,0.9928701519966125,0.572436511516571,0.6718687792519229,0.9928865432739258,0.5537675023078918,0.01,239.47314189991448,1450.0905061999802,00:24:10,0.9968132972717285,0.0,0.807535707950592,0.9097738862037659,0.9968158006668091,0.0,0.7880170941352844,0.8732855319976807
7,0.6468093541074307,0.9932096004486084,0.5860395431518555,0.6682575503785406,0.9930592775344849,0.5621326565742493,0.01,239.57197279995307,1690.2429683000082,00:28:10,0.9969414472579956,0.0,0.8305691480636597,0.927549421787262,0.9968979954719543,0.0,0.8077647686004639,0.8786332607269287
8,0.6451823072547608,0.9932615756988525,0.5881349444389343,0.6720587853810296,0.9929080605506897,0.5545527338981628,0.01,239.3402192000067,1930.1640150999883,00:32:10,0.9969560503959656,0.0,0.8359391689300537,0.9284655451774597,0.9968120455741882,0.0,0.8013098239898682,0.8623482584953308
9,0.643372358635385,0.9933375120162964,0.5915098190307617,0.6617393110265684,0.9931433796882629,0.5632427334785461,0.01,239.38319169997703,2169.839067599969,00:36:10,0.9969806671142578,0.0,0.8442312479019165,0.9302982687950134,0.9969934225082397,0.0,0.8157070279121399,0.8740211725234985
10,0.6382153349670958,0.9935421943664551,0.5994371771812439,0.6555424802866413,0.9934412240982056,0.5779716968536377,0.01,239.57590029994026,2410.0015906000044,00:40:10,0.9970619082450867,0.0,0.8599460124969482,0.9383653998374939,0.9970592260360718,0.0,0.8327458500862122,0.9011692404747009
