epoch,train_loss,train_pixel_accuracy,train_mean_foreground_dice,val_loss,val_pixel_accuracy,val_mean_foreground_dice,learning_rate,epoch_seconds,elapsed_seconds,elapsed_time,train_dice_class_0,train_dice_class_1,train_dice_class_2,train_dice_class_3,val_dice_class_0,val_dice_class_1,val_dice_class_2,val_dice_class_3
1,90.50823983831076,0.9253904819488525,0.10721942037343979,0.16584898576591955,0.9450655579566956,0.19519907236099243,0.01,57.571736900135875,58.038339499849826,00:00:58,0.9648856520652771,0.12602606415748596,0.06474653631448746,0.13088566064834595,0.9774883389472961,0.1995389759540558,0.08420175313949585,0.30185648798942566
2,0.2305854886255733,0.9499250054359436,0.17923195660114288,0.12909422562730433,0.9582664966583252,0.1754431277513504,0.01,57.4500265000388,116.53800390008837,00:01:57,0.9777408838272095,0.18963803350925446,0.06808066368103027,0.2799772322177887,0.9806507229804993,0.05256379395723343,0.050935033708810806,0.4228305518627167
3,0.14416089734114498,0.9532392621040344,0.21325433254241943,0.11979078343420317,0.9594305157661438,0.1766229271888733,0.01,57.699418200179935,174.83115429989994,00:02:55,0.97934889793396,0.20726965367794037,0.08212777972221375,0.350365549325943,0.9811149835586548,0.04850839078426361,0.04998612031340599,0.4313742518424988
4,0.13668841430311343,0.9542651772499084,0.23008005321025848,0.1155162180087181,0.9611615538597107,0.21168677508831024,0.01,57.623364199884236,233.0155338998884,00:03:53,0.9799796938896179,0.23125863075256348,0.09559453278779984,0.36338701844215393,0.9832770824432373,0.056752923876047134,0.049498289823532104,0.528809130191803
5,0.135797068328259,0.9554765820503235,0.25798866152763367,0.11931759152900089,0.9589428901672363,0.24645781517028809,0.01,57.63693549996242,291.7961396998726,00:04:52,0.9807054996490479,0.25549107789993286,0.11399143189191818,0.40448349714279175,0.983335554599762,0.2912384867668152,0.07125196605920792,0.37688302993774414
6,0.22132533392899856,0.9520931839942932,0.24077290296554565,0.11935590677941689,0.9587214589118958,0.13599109649658203,0.01,57.62755819968879,350.57831729995087,00:05:51,0.978963315486908,0.21251390874385834,0.13127323985099792,0.3785315752029419,0.9797704219818115,0.025915076956152916,0.06652867794036865,0.3155295252799988
7,0.1347094830249252,0.9551840424537659,0.26803070306777954,0.11465960786198125,0.9597421884536743,0.27013179659843445,0.01,57.60307150008157,408.7366458000615,00:06:49,0.9805681705474854,0.22989040613174438,0.16015516221523285,0.4140465259552002,0.9839580655097961,0.16692212224006653,0.12289237231016159,0.5205808877944946
8,0.12153894246455682,0.9579745531082153,0.32097163796424866,0.11187043225373884,0.9623838067054749,0.286089152097702,0.01,57.619573399890214,467.5227100998163,00:07:48,0.9818838238716125,0.2746930420398712,0.2014531046152115,0.4867687225341797,0.983238697052002,0.08564139902591705,0.2334151417016983,0.5392109155654907
9,0.12567978892549575,0.958767294883728,0.3668666183948517,0.10039093985099985,0.963701605796814,0.36870381236076355,0.01,57.54506759997457,526.2941120001487,00:08:46,0.982189416885376,0.32089629769325256,0.2567117512226105,0.5229918360710144,0.9848055243492126,0.23109693825244904,0.24989892542362213,0.6251155138015747
10,0.114411520322718,0.960063636302948,0.39782533049583435,0.09873249366728946,0.9653507471084595,0.31479546427726746,0.01,57.66201589955017,585.0746500999667,00:09:45,0.9824286699295044,0.3498903810977936,0.2923460602760315,0.551239550113678,0.9853675961494446,0.1410704106092453,0.16026657819747925,0.6430493593215942
11,0.10917484055299208,0.9619165658950806,0.43734779953956604,0.09696705929107136,0.9664838314056396,0.3192782700061798,0.01,57.59962029987946,643.2650705999695,00:10:43,0.9832310080528259,0.3825649917125702,0.331410676240921,0.5980677008628845,0.9853273034095764,0.09580709040164948,0.18614046275615692,0.6758872270584106
12,0.10107166226087497,0.9635095000267029,0.47285914421081543,0.09757828509265726,0.9660772085189819,0.36322376132011414,0.01,57.64580579986796,701.4681798997335,00:11:41,0.983887255191803,0.40976497530937195,0.3691190779209137,0.6396934390068054,0.9861693382263184,0.17875242233276367,0.2662533223628998,0.6446654796600342
13,0.09955572121211416,0.9642194509506226,0.49392494559288025,0.09904070604931224,0.9642568230628967,0.4921981394290924,0.01,57.496276299934834,759.512568899896,00:12:40,0.9841970205307007,0.4344114661216736,0.3966433107852936,0.6507200002670288,0.9860274195671082,0.4141564965248108,0.4203996956348419,0.6420382261276245
14,0.1042927823080168,0.9634535908699036,0.49223819375038147,0.08012203386787212,0.9706659913063049,0.5547311902046204,0.01,57.52453099982813,818.1509980000556,00:13:38,0.983875036239624,0.4376125633716583,0.40861985087394714,0.6304821372032166,0.9880242943763733,0.46245622634887695,0.47430184483528137,0.7274354696273804
15,0.08874889595772957,0.9673947691917419,0.5448119640350342,0.07877081918596017,0.97016441822052,0.545512855052948,0.01,57.656164600048214,876.9262395999394,00:14:37,0.9858444333076477,0.48847606778144836,0.45099517703056335,0.6949647068977356,0.9880003929138184,0.49312371015548706,0.425913006067276,0.7175017595291138
16,0.08742827776161481,0.9678448438644409,0.5594442486763,0.07423137504645068,0.972038209438324,0.5523521304130554,0.01,57.61267289984971,935.1130117001012,00:15:35,0.9860556125640869,0.5071452260017395,0.47185420989990234,0.6993333101272583,0.9883992671966553,0.4870568811893463,0.4225277602672577,0.7474717497825623
17,0.08818924440884812,0.9681047201156616,0.5633596777915955,0.08699869029600212,0.9707488417625427,0.4530741274356842,0.01,57.61439540004358,993.2827270999551,00:16:33,0.9862404465675354,0.5109156370162964,0.4708150327205658,0.708348274230957,0.9870800375938416,0.12844467163085938,0.46970200538635254,0.7610757350921631
18,0.0800594498278452,0.9705493450164795,0.5980658531188965,0.0823817765622428,0.969757080078125,0.6083218455314636,0.01,57.62134560011327,1051.457388699986,00:17:31,0.987503707408905,0.5450831055641174,0.5076748132705688,0.7414395809173584,0.9878677129745483,0.5555344223976135,0.5335613489151001,0.7358697056770325
19,0.0726350905054594,0.9730287194252014,0.6352495551109314,0.0664453414278199,0.9747430682182312,0.6131711602210999,0.01,57.66520160017535,1110.2447486999445,00:18:30,0.9886692762374878,0.5977745056152344,0.5425682067871094,0.7654058337211609,0.9899170398712158,0.5580361485481262,0.4950682818889618,0.7864091992378235
